,titulo,subtitulo,cuerpo,publicacion,actualizacion,url
60," Carlos Zambrano, presente en entrega de trofeo de campeón de la Superliga a Boca Juniors","Con presencia del peruano Carlos Zambrano, Boca Juniors fue premiado en La Bombonera por haber sido campeón de la Superliga de Argentina 2019-20","Conforme a los criterios deSiempre es especial levantar un trofeo y más con esta camiseta. Gracias a los hinchas por el aguante y mejor tarde que nunca levantar la copa 😂 #BocaCAMPEON 💙💛💙 pic.twitter.com/ykVHxUDN5aEste viernes desde las 5:20 p.m. (hora peruana), Boca Juniors recibirá a Lanús, por la cuarta jornada del Grupo 4 de la liga argentina. Para este compromiso, el entrenador Miguel Ángel Russo mandará al campo a un equipo con jugadores habitualmente suplentes -entre ellos Zambrano-, pensando en el choque del miércoles ante Internacional, por la ida de octavos de final de la Copa Libertadores.“Siempre es especial levantar un trofeo y más con esta camiseta. Se dio de una manera especial, peleando con el propio rival, lo pudimos ganar en el último partido y se dio todo bien”, comentó Carlos Tevez, luego de alzar la tan ansiada copa, que se hizo esperar, también por las circunstancias por la pandemia del coronavirus.Una publicación compartida por Boca Juniors (desde 🏡) (@bocajrsoficial)La ceremonia en la casa de Boca Juniors estuvo conducida por Diego Korol y también estuvieron el presidente del club argentino, Jorge Ameal, el mandamás de la Asociación de Fútbol Argentino, Claudio Tapia, y el titular de la Liga Profesional de Fútbol, Marcelo Tinelli.Los jugadores que conformaron ese plantel de Boca Juniors, incluido el ‘Kaiser’, recibieron su medalla de campeón del torneo argentino que culminó en marzo pasado. Carlos Tevez, como capitán del ‘Xeneize’, fue el encargado de recibir y levantar el trofeo, que consumó el momento feliz.Si bien actualmente ya participa de la Liga Profesional de Fútbol, la celebración del título de campeón de Boca Juniors de la Superliga de Argentina 2019-20 estaba pendiente. Pues este viernes, el evento finalmente se llevó a cabo en La Bombonera, con presencia del peruano Carlos Zambrano.",2020-11-20T17:22:23-05:00,Actualizado el 20/11/2020 a las 17:22 ,https://elcomercio.pe/deporte-total/peruanos-en-el-mundo/boca-juniors-de-carlos-zambrano-recibio-el-trofeo-de-la-superliga-de-argentina-tras-mas-de-ocho-meses-de-coronarse-campeon-nczd-noticia/
61,,,,,,https://elcomercio.pe/videos/entretenimiento/rbd-miembros-se-reencuentran-y-causan-furor-con-nuevo-tema-nnav-vr-video-noticia/
62,,,,,,https://elcomercio.pe/videos/entretenimiento/ducelia-echevarria-envio-contundente-mensaje-a-alejandra-baigorria-videos-nnav-amtv-entretenimiento-noticia/
63, Muere la periodista británica que anunció la conquista del Everest ,"Jan Morris saltó a la fama por haber transmitido a su redacción la histórica exclusiva de la conquista del Everest en 1953, gracias a un mensaje cifrado","Conforme a los criterios deAdemás de su compañera Elizabeth, deja a cinco hijos.Mujer transgénero, la escritora oficializó su transición en 1972, adoptando definitivamente el nombre de “Jan”.Varios años después de esta exclusiva, Jan Morris abandonó el periodismo para dedicarse a la literatura. Escribió más de cuarenta libros, incluido obras sobre el imperio británico.Al día siguiente por la mañana, la gran multitud que esperaba la coronación de Isabel II conocía en la primera edición del Times que dos hombres habían plantado la bandera británica en el “techo del mundo”.Así, el 31 de mayo de 1953, Morris enviaba un mensaje en apariencia anodino: “Malas condiciones de nieve, por lo que la expedición ha abandonado el campo avanzado el 29 y espera mejoras si todo va bien”. Para los iniciados, el mensaje cobrara otro sentido: “Everest, vencido el 29 de mayo por Hillary y Tenzing”.Mensajeros locales se encargaban de llevar a pie sus mensajes a través de la montaña, pero temiendo que sus artículos fuesen interceptados por su competencia, la reportera transgénero inventó un código: “malas condiciones de nieve” quería decir “se venció al Everest”. “Viento aún molesto” significaba “el intento de vencer al Everest ha sido abandonado”. Cada alpinista tenía igualmente su nombre en código.En aquel entonces, existía una feroz competencia entre diarios pero el Times era el único que tenía a una periodista en la expedición, Jan Morris, que a sus 26 años, descubría el alpinismo.Jan Morris saltó a la fama por haber transmitido a su redacción la histórica exclusiva de la conquista del Everest en 1953, gracias a un mensaje cifrado.“Esta mañana a las 11H40, la autora y viajera Jan Morris comenzó su viaje más largo. Deja atrás a su compañera de toda la vida, Elizabeth”, declaró Thomas, citado por la BBC.La periodista británica Jan Morris, que dio al Times la exclusiva sobre la conquista del Everest, murió el viernes a los 94 años, anunció su hijo en un comunicado.",2020-11-20T17:18:59-05:00,Actualizado el 20/11/2020 a las 17:20 ,https://elcomercio.pe/mundo/asia/jan-morris-muere-la-periodista-britanica-que-anuncio-la-conquista-del-everest-noticia/
64, Violeta Bermúdez: “Una primera línea de trabajo es garantizar elecciones limpias” | ENTREVISTA,"En entrevista con El Comercio, la primera ministra Violeta Bermúdez comenta que el principal encargo del presidente Francisco Sagasti es gestionar el Gobierno con transparencia, eficiencia, compromiso y sobre todo neutralidad","Evaluaremos norma por norma como se ha venido haciendo por cada una de las gestiones gubernamentales. Desde que estoy en este escritorio no ha llegado ninguna norma que pueda tener que evaluar o calificar. No quisiera utilizar ningún calificativo mientras no tenga una evaluación de alguna norma en concreto. Cuando hemos asumido el cargo ya se había publicado un par de normas, una de ellas sobre el retiro de fondos de las AFP, hecha por la gestión anterior del presidente del Consejo de Ministros. Entonces, nosotros no opinamos, somos respetuosos de las leyes que se aprueban, más allá de que su contenido, en su momento, el Ejecutivo pudo haberlo observado. Pero nosotros no hemos estado en ese escenario todavía y espero que no lo estemos.— ¿Cómo llevar la relación con un Congreso que ha emitido leyes calificadas como populistas? ¿Cuál va a ser el perfil del Ejecutivo frente a ese tipo de normas que puedan salir desde el Congreso?Anoche [miércoles], el ministro fue al Ministerio del Interior para asumir el cargo. Después de la juramentación ha ido a trabajar al ministerio. Hay muchos servidores públicos que han estado esperando este momento, porque han sido días en que ellos han estado sin una persona que liderada el sector. Esperamos mañana por la tarde nuestro primer Consejo de Ministros, vamos a escuchar el informe que presente el ministro y después de eso tomaremos las medidas correspondientes y que recomiende. Es un ministro civil, pero que tiene conocimiento de dentro, ha sido viceministro del Interior. Además, tiene una gran experiencia en derechos humanos para poder hacer ese balance en relación a los hechos que han sucedido y sobre todo ayudarnos a recuperar la confianza de la ciudadanía en su policía, ese es un objetivo fundamental.— ¿Cuál es la indicación al ministro del Interior en torno a la evaluación del accionar de la PNP en las protestas?El pedido principal es un gran desafío. Es ayudarlo, como corresponde, en gestionar el Gobierno, el Ejecutivo, con transparencia, con eficiencia, compromiso y sobre todo neutralidad. Vamos a tener una reunión con todos los ministros y ministras, no es un Consejo de Ministros, es una reunión de coordinación, donde vamos a hacerles entrega de los principios de neutralidad que rigen la acción pública, porque esto es fundamental para tener unas elecciones limpias y transparentes.— ¿Y cuál es el pedido principal que le ha hecho el presidente?No soy amiga [del presidente], sí nos conocemos con el señor Sagasti. Quién no conoce al señor Sagasti, al menos las personas que estamos trabajando en desarrollo. Y yo he trabajado en cooperación para el desarrollo muchos años, conocí al señor Sagasti, así como conocí a otras personas, cuando él trabajaba en Agenda Perú, tenía un trabajo muy interesante con jóvenes. Yo trabajaba en la cooperación internacional, en Usaid primero, luego en la cooperación canadiense. Para mí fue una sorpresa que me llamara y considerara mi perfil profesional para este trabajo en la Presidencia del Consejo de Ministros, porque lo que nosotros queremos es impregnar en el trabajo ministerial un trabajo articulado, un trabajo coordinado y evitar la duplicidad de esfuerzos, que es una mala praxis en algunos sectores del Estado. Si podemos ordenar un poquito mejor el aparato público del Ejecutivo antes de hacer la transferencia gubernamental —este ha sido un período demasiado movido en términos institucionales— ese es el propósito y la tarea que me ha encargado el presidente.— ¿Cómo se dio su llegada a la PCM?La doctora Pilar Mazzetti es una mujer muy comprometida con la salud de los peruanos y las peruanas. Ella accedió inmediatamente a sumarse a este tramo final del Gobierno, porque quiere consolidar todo lo que ha venido trabajando en la lucha contra la pandemia. No es la única, también hemos optado, por ejemplo, por pedirle al ministro de Trabajo de período anterior a Merino que se reintegre, a pesar que ya tenía otras actividades casi a punto de comprometerse. Para nosotros, el foco principal es el servicio a las personas. Hemos mirado qué carteras son claves, en la prioridad en este momento que es la pandemia, para poder invitar a las personas que han venido desarrollando el trabajo con eficiencia y se reincorporen al Gabinete. Y estamos felices de que lo hayan hecho.— ¿Por qué se decidió el retorno de Pilar Mazzetti y quién la convenció de volver?Cuando uno asume entrega de cargo hay un cumplimiento de una serie de normas, incluidas normas de la contraloría. Cada ministro y ministra está recibiendo toda esta información. Si encontraran algo que requeriría una mayor información, utilizarán los canales institucionales para hacerlo. Pero es algo de rutina. No estamos cambiando de gestión gubernamental, el presidente Sagasti es un presidente de transición, pero del último tramo de una gestión gubernamental bastante convulsionada. Estamos cerrando un ciclo de gestión que empezó en el 2016 y termina en el 2021.— ¿Su gestión en la PCM y los ministros en sus sectores realizarán alguna auditoría o revisión de lo actuado por los ministros salientes?No he tenido la oportunidad de ver el llamado que menciona. Pero en este tema, al igual que en el caso del Tribunal Constitucional, nosotros somos respetuosos de la independencia de los poderes. Y estos casos están en manos del Poder Judicial y del Ministerio Público, y por tanto no podemos pronunciarnos.— Keiko Fujimori ha dejado entrever una persecución a su partido. Pide un pronunciamiento del presidente.El presidente Sagasti ha planteado el enfoque que quiere impregnar en su gestión: confianza y también esperanza. Recuperar la confianza entre las autoridades, tenemos que confiar entre nosotros y nosotras para poder hacer una gestión articulada. Pero también confianza con la ciudadanía, que la ciudadanía pueda confiar en sus autoridades, pueda recuperar la confianza, por ejemplo, los jóvenes en la policía después de los hechos lamentables que hemos visto en las últimas semanas. Y esperanza de poder dejar algunas pistas para la construcción de un rumbo claro de cara a la nueva gestión gubernamental. Tenemos poco tiempo, ocho meses que pasan volando. Tenemos que aprovechar al máximo este tiempo para concentrarnos en aquellos puntos planteados por el presidente de la República, y de ser posible ir generando nuevas prácticas de diálogo, concertación y desde mi rol como presidenta del Consejo de Ministros de convocatoria no solo a los agentes políticos, sino también a la ciudadanía, especialmente a la juventud, que nos ha dado una lección de la importancia de la participación para lograr cambios.— ¿Cómo será la relación de los ministros con la ciudadanía y con la prensa?Cualquier ciudadano o ciudadana desde el momento que cumple los 18 años está en capacidad de elegir y ser elegido se convierte en un sujeto político. Puede ser que no tenga experiencia política partidaria, pero cuando uno trabaja en gestión pública, toma decisiones o asume el cargo de ministro o viceministro está asumiendo un rol político. Evidentemente, mi experiencia no es en la política partidaria, mi experiencia es del campo de las políticas públicas orientadas al desarrollo y fortalecimiento del Estado democrático.— ¿Su poca experiencia a nivel político puede ser una desventaja?En los próximos días estamos programando una reunión para dialogar primero, como corresponde, con la Mesa Directiva. Tenemos una presidenta del Congreso, coincidentemente. Vamos a sentarnos y dialogar con todas las fuerzas políticas que están representadas en el Congreso. Todavía estamos viendo la metodología, queremos una metodología que tenga resultados efectivos. Como el presidente de la República señaló, hay una agenda bien acotada. Creo que va a ser bastante interesante que ellos nos pudieran hacer llegar sus impresiones de esta agenda acotada en estas conversaciones. Tenemos hasta 30 días para poder presentar la política general del Gobierno, queremos hacerlo antes de los 30 días.— ¿Se prevé iniciar diálogos con las bancadas antes de la presentación en el pleno?He jurado ayer [miércoles] en la noche. Hoy día [jueves] estoy tomando conocimiento del estado de la Presidencia del Consejo de Ministros, sobre todo conociendo a la gente. Porque el norte que nos ha dado el presidente es que tenemos que garantizar la continuidad de los servicios, las prioridades como el combate a la pandemia, la reactivación económica, las grandes líneas que el delimitó el día que asumió el cargo de presidente de la República. Como presidenta del Consejo de Ministros, oportunamente voy a presentarme ante el Congreso de la República para presentar la política de este Gobierno que tiene fecha de caducidad bien clara. El compromiso de este Gobierno es hacer la transferencia ordenada el 28 de julio del próximo año.— ¿Hay alguna iniciativa legislativa desde el Ejecutivo a presentar ante el Congreso?La primera medida es garantizar la neutralidad del Ejecutivo en el proceso de elecciones generales 2021, donde toda la ciudadanía va a elegir a las nuevas autoridades que van a regir el inicio del nuevo ciclo luego del bicentenario de fundada la república. Entonces, una primera línea de trabajo va a ser garantizar elecciones limpias, libres y transparentes. Y ya hemos programado una primera reunión de trabajo con todos los titulares de los organismos electorales con ese propósito.— El presidente Sagasti dijo que la tarea fundamental es recuperar la confianza y darle esperanza a la ciudadanía, ¿qué medidas concretas habrá en esa línea ante una población vigilante?La primera ministra Violeta Bermúdez confiesa que el llamado del presidente Francisco Sagasti la tomó por sorpresa. Unas horas después de su juramento, empieza a empaparse del cargo y delinear los parámetros de su gestión, los cuales comenta en esta entrevista con El Comercio.",2020-11-20T17:16:39-05:00,Actualizado el 20/11/2020 a las 17:16 ,https://elcomercio.pe/politica/pcm-violeta-bermudez-una-primera-linea-de-trabajo-es-garantizar-elecciones-limpias-francisco-sagasti-entrevista-noticia/
65,,,,,,https://elcomercio.pe/videos/entretenimiento/angie-arizaga-y-karen-dejo-se-enfrentan-en-un-duelo-de-tiktok-videos-nnav-amtv-entretenimiento-noticia/
66, BTS lanza “BE (Deluxe edition)” y envía un mensaje de ánimo a sus seguidores,"“BE” consta de ocho temas, siete nuevos y “Dynamite” (lanzado en agosto), y gira en torno a la inesperada y triste situación generada por la pandemia del coronavirus. ","Una publicación compartida por BTS official (@bts.bighitofficial)BTS interpretará por primera vez en vivo “Life goes on” en los American Music Awards que se celebran el 23 de noviembre, y sus miembros dijeron hoy estar muy pendientes de lo que suceda dos días después, cuando se anuncien las nominaciones a los Grammy 2020.“En el pasado, muchas veces me he sentido quemado por la presión. Pero ahora cuando empiezo a sentirme así, siento que he crecido. Antes simplemente era un momento duro que tenía que encarar, pero ahora puedo usar esos sentimientos para componer”, contó V sobre lo terapéutico que le ha resultado producir “BE”.Los seis miembros del grupo hoy presentes han explicado también que la pandemia les ha servido también para meditar sobre su trabajo y echar la vista atrás.Jungkook, el más joven del grupo, lo ilustró claramente al explicar la dedicatoria para ARMY detrás de la canción “Stay”, en cuya producción participó directamente: “sería algo así como ‘Estamos separados físicamente pero siempre vamos a estar juntos’”.De este modo, el álbum ha acabado por ser una suerte de “diario” sobre los meses de pandemia que el grupo ha decidido compartir, tal y como explicó Jin.“En ‘BE’ no queríamos enseñar a gente en el escenario que es lo que normalmente se ve. Queríamos que se viera a veinteañeros, que es lo que somos”, comentó por su parte J-Hope.“El concepto clave de ‘la vida sigue’ comenzó a aparecer todo el rato cuando nos juntamos a concebir el nuevo disco”, explicó por su parte Jimin, encargado coordinar la parte musical de “BE”.La ausencia de compromisos públicos ha permitido a los siete integrantes del grupo estar más involucrados en el disco, con cada uno asumiendo roles de gestión en diferentes áreas.Con la gira cancelada, BTS comenzó a compartir en abril en redes sociales el proceso creativo detrás del que sería su próximo trabajo, algo que, según sus miembros, les ha servido para sentirse cerca de sus seguidores, conocidos como “ARMY”.“Ni ‘BE’ ni ‘Dynamite’ estaban inicialmente planeadas. Cuando terminamos “Map of the Soul: 7” (su anterior disco, lanzado en febrero) pensamos ¿Qué hacemos ahora?” contó hoy RM, líder del grupo, en una rueda de prensa en la que uno de los miembros del conjunto, Suga, estuvo ausente por estar recuperándose de una operación de hombro.Empezando por el sencillo principal del álbum “Life goes on” (“La vida sigue”), el disco busca compartir un mensaje positivo y las sensaciones por las que ha pasado el grupo, que canceló una esperada gira mundial y desde entonces no ha podido actuar con público.“BE” consta de ocho temas, siete nuevos y “Dynamite” (lanzado en agosto), y gira en torno a la inesperada y triste situación generada por la pandemia del COVID-19.La banda surcoreana BTS presentó hoy en Seúl su nuevo álbum de estudio, “BE (Deluxe edition)”, un trabajo en el que la banda se ha podido involucrar en muchos más niveles y con el que ha querido transmitir un mensaje de ánimo a sus fans en plena pandemia.",2020-11-20T17:15:54-05:00,Actualizado el 20/11/2020 a las 17:15 ,https://elcomercio.pe/luces/musica/bts-lanza-be-deluxe-edition-y-envia-un-mensaje-de-animo-a-sus-seguidores-nndc-noticia/
67,,,,,,https://elcomercio.pe/videos/vida/que-es-una-hernia-lumbar-la-afeccion-que-preocupa-a-angie-arizaga-nnav-vr-video-noticia/
68," Con Cristiano Ronaldo, Juventus vs. Cagliari: ¿Cuándo, a qué hora y en qué canal ver el duelo por la Serie A?",Juventus vs. Cagliari  EN VIVO ONLINE | sigue el partido por fecha 8 de la Serie A con Cristiano Ronaldo como protagonista en el Allianz Stadium,"Conforme a los criterios deEn cuanto a las novedades, Cagliari no tendrá disponible a Diego Godín, quien dio positivo por coronavirus en su regreso a Italia, y su compatriota Nahitan Nández, negativo por COVID-19, pero no considerado por precaución.Antes del parón, Cagliari derrotó 2-0 a Sampdoria y llegó a 10 puntos, que lo colocan en el undécimo casillero. La escuadra sarda, de hecho, le pondrá las cosas difíciles a Juventus.En el ataque, Juventus contará con la dupla conformada por Cristiano Ronaldo y Álvaro Morata. “(Álvaro) ha recuperado la confianza y la continuidad que le había faltado en los últimos años. Conocemos su valor, lo mimamos”, indicó el italiano.Para este compromiso, Juventus recupera a Matthijs de Ligt, lesionado del hombro hace algunos meses. Eso sí, el conjunto turinés no podrá con los defensas Giorgio Chiellini y Leonardo Bonucci.Ya pensando en Cagliari, Pirlo advirtió: “Di Francesco (entrenador) ha aportado mucha ilusión y un buen desarrollo del juego cuando marcó, tanto a tres como a cuatro. Tienen experiencia tanto en ataque como en el medio”.¡Fiesta de Scudetto y triunfo en el #JuveCagliari! ⚽🏆pic.twitter.com/ccmdVBasNB“Nuestro campeonato debe comenzar ahora, el período de adaptación ha terminado. De ahora en adelante. Hasta Navidad, tendremos diez partidos para jugar, como si fueran todos finales”, aseguró Pirlo, para el canal oficial de Juventus.De la mano del entrenador Andrea Pirlo, Juventus ha ganado en tres ocasiones y ha empatado en cuatro oportunidades, considerando solo la competencia en la Serie A. En su última presentación, la ‘Vecchia Signora’ igualó 1-1 con Lazio.Tras el parón por la fecha FIFA, Juventus retomará la competencia y continuará su lucha por alcanzar la cima. Recordemos que el elenco turinés es quinto con 13 puntos, 4 menos que el líder AC Milan, que chocará en esta jornada con Napoli.España - 8:45 p.m.Brasil - 4:45 p.m.Uruguay - 4:45 p.m.Argentina - 4:45 p.m.Paraguay - 4:45 p.m.Chile - 4:45 p.m.Venezuela - 3:45 p.m.Bolivia - 3:45 p.m.Colombia - 2:45 p.m.Ecuador - 2:45 p.m.Perú - 2:45 p.m.México - 1:45 p.m.La transmisión oficial del partido por la Serie A estará a cargo de ESPN 3 y Rai Italia. Para ver fútbol en vivo como este encuentro, tienes distintas alternativas por servicio de streaming y canales de TV. Asimismo podrás seguir el minuto a minuto, estadísticas, incidencias, goles, entrevistas y resultados del cotejo a través de la web de El Comercio.Cagliari: Cragno, Zappa, Walukiewicz, Klavan, Tripaldelli, Marin, Rog, Ounas, Joao Pedro, Sottil y Simeone.Juventus: Szczesny, Demiral, De Ligt, Danilo, Chiesa, McKennie, Bentancur, Frabotta, Kulusevski, Morata y Cristiano Ronaldo.Juventus vs. Cagliari EN VIVO | EN DIRECTO medirán fuerzas este sábado 21 de noviembre en el juego válido por la octava jornada de la Serie A.  La ‘Vecchia Signora’, con Cristiano Ronaldo protagonista en el ataque, afrontará un nuevo desafío en la liga italiana, cuando reciba al equipo del argentino Giovanni Simeone. Revisa en esta nota el horario y los canales de TV que transmitirán el partido.",2020-11-20T17:12:29-05:00,Actualizado el 20/11/2020 a las 17:12 ,https://elcomercio.pe/deporte-total/futbol-mundial/juventus-vs-cagliari-en-vivo-online-via-espn-3-con-cristiano-ronaldo-sigue-el-duelo-por-la-fecha-8-de-la-serie-a-en-directo-partidos-de-hoy-nczd-noticia/
69, Mónaco venció 3-2 a PSG en partido por la Ligue 1 francesa,Mónaco se impuso con gol de Cesc Fàbregas a los 84 minutos del partido por la ligue 1 de Francia. ,"Conforme a los criterios deMónaco: V. Mannone; R.Aguilar, A.Disasi, B. Badiashile, C. Henrique; Y. Fofana, A. Tchouaméni, S.Diop, G. Martins; K.Volland y W. Ben Yedder.PSG: K. Navas; T. Kehrer, Marquinhos, A. Diallo, L. Kurzawa; L.Paredes I. Gueye, A. Herrera; A. Di María, A. Florenzi y K. Mbappé.El encuentro PSG vs. Mónaco por la fecha 11 de Ligue 1 2020 será transmitido por DIRECTV Sports. Asimismo, podrás seguir el minuto a minuto, estadísticas, goles y otras incidencias del cotejo a través de la web de El Comercio.Por su parte, Mónaco, sexto de la Ligue 1, llega a este encuentro después de vencer 2-1 al Niza. Al encontrarse a solo dos puntos del segundo puesto, el conjunto de Niko Kovac tiene una gran oportunidad para acortar distancias en la tabla de posiciones, justo ante uno de sus clásicos rivales.El equipo dirigido por el alemán Thomas Tuchel es líder indiscutible en Francia con 24 puntos, pero su presente en la Champions League no es el mejor, por lo que una victoria les permitirá llegar tranquilos a la competencia europea. París Saint-Germain podrá contar para esta jornada con el delantero francés Kylian Mbappé, quien se recuperó de una lesión y tuvo minutos con su selección en la Liga de las Naciones.PSG vs. AS Mónaco se enfrentaron este viernes 20 de noviembre por la Ligue 1 de Francia. El equipo parisino, que iba ganando en el primer tiempo, perdió 3-2 ante Mónaco. El encuentro correspondiente a la fecha 11 de la liga francesa se llevó a cabo en el Stade Louis II a las 3:00 p.m. (hora peruana). Revisa el minuto a minuto del encuentro a través de la web de El Comercio.",2020-11-20T17:11:16-05:00,Actualizado el 20/11/2020 a las 17:11 ,https://elcomercio.pe/respuestas/psg-vs-monaco-en-vivo-horario-canales-de-tv-y-como-seguir-en-vivo-el-partido-por-la-ligue-1-francesa-ver-psg-vs-monaco-ligue-1-francia-via-directv-sports-kylian-mbappe-stade-louis-ii-revtli-noticia/
70, Francisco Sagasti sobre nueva Constitución: “No nos parece una prioridad inmediata”,"“Creemos que es una tarea que el próximo Gobierno libremente elegido por la ciudadana tome la decisión o no, de plantear la reforma de la Constitución o una nueva Constitución”, indicó el presidente Sagasti a la agencia  Reuters.","Conforme a los criterios de(Con información de Reuters)“Creo que hubiera sido un poco mas útil para la estabilidad política de nuestro país que tengamos algunos criterios”, manifestó a Reuters.“Esperábamos que el Tribunal Constitucional ayudara a dar una interpretación a esta frase tan complicada que es incapacidad moral permanente” en la aprobación de una vacancia presidencial en el Congreso, afirmó.Sobre la decisión del Tribunal Constitucional que declaró improcedente la demanda contra la vacancia presidencial, lo que implicó que no se pronuncie sobre el concepto de incapacidad moral permanente, Sagasti señaló que respeta la decisión, pero que esperaba que dicha institución zanjara el tema.“No dejaremos impunes de ninguna manera aquellos que han cometido estos actos de violencia y de violación de los derechos humanos, pero tampoco nos pasaremos al otro lado diciendo que toda la policía es así”, refirió. “Por eso no manchemos a toda la policía, por el efecto de la actitud de algunos elementos”, añadió.Sagasti manifestó a Reuters que su Gobierno no permitirá que la muerte de los dos jóvenes y los heridos que dejaron las protestas se quede sin justicia, pero señaló que no se debe estigmatizar a toda la policía por los abusos de algunos.“No nos olvidemos que estamos en medio de un proceso electoral”, dijo. “En una situación tan compleja como esta, es importante garantizar la idoneidad de las elecciones”, agregó.Sagasti ratificó, además, que una tarea crucial es realizar elecciones transparentes el 11 de abril y tener una transferencia ordenada al nuevo gobierno el 28 de julio 2021, día del bicentenario de la independencia del país.“Creo que después de un periodo tan turbulento, tan cargado de protestas, de incluso algo de violencia, lo mas importante en este momento es devolverle la calma, devolver la tranquilidad a la ciudadanía”, señaló, en Palacio de Gobierno.Sagasti afirmó que el objetivo inmediato de su Gobierno es devolver la tranquilidad al país que vivió una intensa semana después de la destitución del presidente Martín Vizcarra y la renuncia de Manuel Merino.“No nos parece una prioridad inmediata”, manifestó Sagasti sobre la posibilidad de apoyar la realización de un referéndum o un cambio de la Constitución de 1993.“(...) Creemos que es una tarea que el próximo Gobierno libremente elegido por la ciudadana tome la decisión o no, de plantear la reforma de la Constitución o una nueva Constitución”, exclamó en una entrevista con la agencia Reuters, la noche del jueves.El presidente Francisco Sagasti afirmó a la agencia Reuters que una nueva Constitución no le “parece una prioridad inmediata” y señaló que después de un periodo tan turbulento “lo mas importante en este momento es devolverle la calma a la ciudadanía”.",2020-11-20T17:04:45-05:00,Actualizado el 20/11/2020 a las 17:04 ,https://elcomercio.pe/politica/gobierno/presidente-francisco-sagasti-sobre-nueva-constitucion-no-nos-parece-una-prioridad-inmediata-peru-noticia/
71, Francisco Sagasti se reunió Misión de Observación Electoral de la OEA | FOTOS,"La reunión buscó asegurar las condiciones necesarias para la realización de las elecciones generales del 11 de abril de 2021 y acreditar el cumplimiento del cronograma electoral, informó Palacio de Gobierno.","Conforme a los criterios deLa delegación de la OEA se reunió con los precandidatos presidenciales César Acuña (Alianza para el Progreso), George Forsyth (Restauración Nacional) y Keiko Fujimori (Fuerza Popular). También con miembros del Tribunal Constitucional, encabezados por su presidenta Marianella Ledesma; así como con el defensor del Pueblo, Walter Gutérrez.Ramírez Lezcano aseguró que su presencia en Lima permitirá conocer y entender “todos los puntos de vista de la sociedad civil”.El presidente @FSagasti sostuvo una reunión con la Misión de Observación Electoral de la @OEA_oficial, a fin de asegurar las condiciones necesarias para la realización de las elecciones generales del 11 de abril de 2021 y acreditar el cumplimiento del cronograma electoral. pic.twitter.com/UYFglIrIIrLa delegación está a cargo del excanciller paraguayo Rubén Ramírez Lezcano. La cita tuvo una duración aproximada de 40 minutos y en esta se aseguró el cumplimiento del cronograma electoral.El presidente Francisco Sagasti se reunió este viernes con la Misión de Observación Electoral de la Organización de Estados Americanos (OEA) “a fin de asegurar las condiciones necesarias para la realización de las elecciones generales del 11 de abril de 2021 y acreditar el cumplimiento del cronograma electoral”, informó Palacio de Gobierno.",2020-11-20T17:04:21-05:00,Actualizado el 20/11/2020 a las 17:04 ,https://elcomercio.pe/politica/francisco-sagasti-sostuvo-una-reunion-con-la-mision-de-observacion-electoral-de-la-oea-fotos-nndc-noticia/
72," Red Bull Batalla de los Gallos Argentina 2020 EN VIVO: fecha, hora y cómo VER EN DIRECTO la Final Nacional",Argentina conocerá a su nuevo campeón nacional de la Batalla de los Gallos 2020 y aquí tienes todos los detalles del evento,"Conforme a los criterios deLa final argentina de Red Bull Batalla de los Gallos se realizará en los estudios de la TV Pública, con el debut de la competencia en la pantalla de la televisión abierta en vivo para todo el país.Por su parte, Dtoke –campeón argentino en 2013 y 2015 e internacional en 2013– y Coscu, el streamer más popular, serán los comentaristas de la transmisión por Red Bull TV.En las bandejas, a cargo de los beats, estará por quinto año consecutivo Zone, el DJ más importante del hip hop freestyle argentino.La definición se podrá ver en vivo por www.redbull.tv/batalla y por primera vez en televisión abierta, a través de la TV Pública. Además, desde las 15.30 horas (hora argentina), la TV Pública dará cobertura en sus redes sociales de toda la previa de esta final nacional, con entrevistas, el back y testimonios exclusivos.Trueno -campeón argentino de Red Bull Batalla de los Gallos 2019-, el cantante y freestyler Lit Killah y Bizarrap, productor referente de la escena actual.Además, esta edición tendrá la presencia de figuras de los últimos tiempos, como Nacho, Sub, Klan, Stuart, Mecha, Cacha, Zaina. Se sumaron MP y Kusa –también en su primera participación en la final de BDLG–, quienes ingresaron como suplentes ante la baja de MKS y Papo, respectivamente.La edición 2020 tendrá entre los finalistas a Wolf y Roma, quienes consiguieron los puestos 2 y 4 el año pasado; a un excampeón nacional, Tata; el debut en Batalla de los Gallos de Dani, Brasita y Tiago; al consagrado Acru (cuya última participación en BDLG fue en 2015).Red Bull Batalla de los Gallos, la competencia más importante del freestyle en español, tendrá este sábado 21 de noviembre su final Argentina, en donde se encontrarán los mejores 16 MCs del país.",2020-11-20T17:03:44-05:00,Actualizado el 20/11/2020 a las 17:03 ,https://elcomercio.pe/respuestas/red-bull-batalla-de-los-gallos-argentina-2020-en-vivo-fecha-hora-y-como-ver-en-directo-la-final-nacional-tata-stuart-dani-klan-cacha-mecha-revtli-noticia/
